Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
circ-it-a-connected-home-travel-gym-for-all-fitnes,27,2,5,20,0.07,0.19,0.74,0.419796219,0
matteforge-3d-print-filament,22,5,1,16,0.23,0.05,0.73,0.337190581,0
opilan-destiny-rising,1,0,0,1,0,0,1,0.2359,0
relax-a-short-film,2,0,0,2,0,0,1,0.6099,0
meant-to-be-broken-feature-film,6,1,1,4,0.17,0.17,0.67,0.3107,0
seth-kibel-presents-songs-of-snark-and-despair,4,0,0,4,0,0,1,0.751575,1
hunters-weekend,1,0,0,1,0,0,1,0.5362,0
the-road-a-vr-short-film,5,0,0,5,0,0,1,0.55083,0
pans-a-film-about-found-girls-and-lost-boys,21,0,4,17,0,0.19,0.81,0.6261,0
beyond-video-return-of-the-video-rental-store-in-b,1,1,0,0,1,0,0,-0.3182,0
woogoot-mobile-app-a-geenie-in-your-pocket-for-any,2,0,1,1,0,0.5,0.5,0.3396,0
como-audio-amico-portable-multi-room-wifi-music-sy,18,4,1,13,0.22,0.06,0.72,0.461109861,0
saloon-tycoon-the-ranch-expansion,32,2,7,23,0.06,0.22,0.72,0.399711458,0
something-in-the-dark,0,0,0,0,0,0,0,0,0
project-fierce,2,0,1,1,0,0.5,0.5,0.20095,0
dark-dealings-dwarven-delve-bundles-expansions-and,27,3,2,22,0.11,0.07,0.81,0.359443133,0
flow-of-history-deluxifiedtm-and-updated,41,5,3,33,0.12,0.07,0.8,0.436884959,0
worlds-smallest-water-resistant-magnetic-camera-29,7,3,1,3,0.43,0.14,0.43,0.1805,0
neva-the-easiest-and-most-affordable-3d-printer-ev,19,5,2,12,0.26,0.11,0.63,0.135432406,0
relaunch-translation-the-60-second-language-game,2,0,0,2,0,0,1,0.5374,0
childrens-art-studio,1,0,0,1,0,0,1,0.9659,0
the-rpg-character-compendium,27,2,7,18,0.07,0.26,0.67,0.338930432,0
help-me-lampwork-to-create-these-hand-crafted-beau,3,0,0,3,0,0,1,0.48385,2
summer-of-body-love-saturday-august-19th-2017,2,0,0,2,0,0,1,0.7958,0
make-100-single-line-drawings,5,0,1,4,0,0.2,0.8,0.63672,0
performance-nut-butter-on-the-go-keto-paleo-and-ve,13,1,2,10,0.08,0.15,0.77,0.469561538,0
paperplane-send-augmented-reality-messages-to-your,2,0,1,1,0,0.5,0.5,0.358175,0
smart-belt-kevlar-core-indestructible-and-micro-ad,31,10,2,19,0.32,0.06,0.61,0.199233833,0
where-the-truck-food-truck-finder-andriod-app,2,0,0,2,0,0,1,0.93215,0
levitat-the-revolutionary-aerial-mat,28,7,4,17,0.25,0.14,0.61,0.234153887,0
the-pliqo-bag,27,4,1,22,0.15,0.04,0.81,0.533714198,0
liquidnano-windshield-treatment,30,10,12,8,0.33,0.4,0.27,-0.001303778,0
juggler-playing-cards,23,4,5,14,0.17,0.22,0.61,0.270200207,0
eclip-helping-to-prevent-babies-from-being-left-in,5,0,1,4,0,0.2,0.8,0.398646286,0
the-perfect-wallet-for-the-modern-man-carbon-class,16,9,2,5,0.56,0.12,0.31,-0.082321875,0
rozebudstm-smart-convertible-fashion-earphones,23,9,0,14,0.39,0,0.61,0.137701252,0
diceborn-heroes-a-co-op-dice-adventure-game,22,2,3,17,0.09,0.14,0.77,0.376561932,0
mccain-woodworks,1,0,0,1,0,0,1,0.1591,1
zenlet-2series-most-elegant-aluminum-quick-access,44,22,8,14,0.5,0.18,0.32,-0.083554545,0
dreamelia-a-film-by-katie-wenger-and-lucy-gillespi,0,0,0,0,0,0,0,0,0
furlong,3,0,1,2,0,0.33,0.67,0.496966667,0
birdsong,1,0,0,1,0,0,1,0.8519,0
the-six-swords-1-reinventing-the-spaghetti-western,9,0,3,6,0,0.33,0.67,0.421627647,0
deathface-rocket-crew,3,0,0,3,0,0,1,0.650888889,0
the-thread-a-10-part-documentary-web-series,9,0,2,7,0,0.22,0.78,0.465655556,7
buddha-doodles-animated-short-film,17,0,1,16,0,0.06,0.94,0.816729412,0
alternative-facts-a-broadside-portfolio,6,0,0,6,0,0,1,0.853333333,0
c2-minimalist-alarm-clock-with-wireless-bed-shaker,23,11,4,8,0.48,0.17,0.35,0.002890097,0
trouble-for-hire-a-game-of-hi-octane-road-adventur,9,0,1,8,0,0.11,0.89,0.519403704,0
tall-pines-a-surreal-murder-mystery-roleplaying-ga,21,2,1,18,0.1,0.05,0.86,0.491120238,14
spooky-things,25,2,5,18,0.08,0.2,0.72,0.3850048,10
3d-4b,15,0,2,13,0,0.13,0.87,0.433176214,0
arcana-dungeon-tiles,10,1,0,9,0.1,0,0.9,0.621098,0
dimgaard-vol-xviii-5e-dnd-adventures,7,0,1,6,0,0.14,0.86,0.563035714,2
real-album-debut-de-felisa,6,1,2,3,0.17,0.33,0.5,0.200625,0
volta-the-worlds-strongest-cross-device-magnetic-c,22,6,2,14,0.27,0.09,0.64,0.125535552,0
zallex30-is-back-to-solve-problems,26,4,6,16,0.15,0.23,0.62,0.185162137,0
this-will-ruin-everything-10-years-of-recoat,3,0,1,2,0,0.33,0.67,0.528133333,0
a-galaxy-of-action-figure-savings-star-wars-newspa,6,0,0,6,0,0,1,0.620973611,5
karry-draw-string-bag-with-unique-quick-access-cel,3,0,1,2,0,0.33,0.67,0.267066667,0
chinatown-rising,6,0,1,5,0,0.17,0.83,0.630233333,0
vulcan-titanium-compact-cutlery-18-in-1-multi-tool,22,5,2,15,0.23,0.09,0.68,0.249100379,0
oscillation-transia-film-festival,1,0,0,1,0,0,1,0.9272,0
fidget-in-style-with-infinity-cube-luxury-edc-fidg,33,2,6,25,0.06,0.18,0.76,0.432054906,0
dan-cases-a4-sfx-v2-an-ultra-compact-sff-case,30,4,5,21,0.13,0.17,0.7,0.309080111,0
helio-incredible-brightness-ultra-lightness,35,10,5,20,0.29,0.14,0.57,0.104288571,0
wokittm-20-the-universal-outdoor-carabiner-multi-t,30,2,5,23,0.07,0.17,0.77,0.428765056,0
animal-eyes-limited-edition-pins,4,0,0,4,0,0,1,0.560505833,0
essence-descent-works-for-solo-timpani,0,0,0,0,0,0,0,0,0
inittogether-the-beautiful-struggle-uniting-us-all,4,0,1,3,0,0.25,0.75,0.7032,1
nyx-in-the-overworld-complete-edition,6,0,0,6,0,0,1,0.667933333,0
dover-quartet-documentary,4,0,0,4,0,0,1,0.91585,0
menage-a-3-volume-8-and-more,28,3,2,23,0.11,0.07,0.82,0.450042749,0
mark-the-best-cardholder-wallet-for-the-minimalist,24,12,0,12,0.5,0,0.5,0.028345023,0
adventure-top-quilt-the-sleeping-un-bag-and-hammoc,18,1,3,14,0.06,0.17,0.78,0.457273843,0
firefly-glowing-zipper-pull-key-chain-and-more,37,7,17,13,0.19,0.46,0.35,0.113945405,0
bracelet-obsession-cuff-bracelet-designs-for-every,0,0,0,0,0,0,0,0,0
watches-built-from-spaceborne-rockets,23,4,2,17,0.17,0.09,0.74,0.4015853,0
storyclock-notebook-a-notebook-designed-for-screen,25,2,5,18,0.08,0.2,0.72,0.324384286,9
worlds-and-creatures-the-art-of-anthony-christou,12,0,0,12,0,0,1,0.630791667,5
the-titus-lunter-amonkhet-art-extravaganza,7,0,0,7,0,0,1,0.828503571,0
cthulhu-mythos-books-from-dark-regions-press,28,7,7,14,0.25,0.25,0.5,0.131854252,0
the-blue-door,4,0,0,4,0,0,1,0.684575,0
puppy-and-kitten-enamel-lapel-pins,5,0,0,5,0,0,1,0.359,0
sticky-sounds-insanely-rugged-and-mounts-to-anythi,27,5,4,18,0.19,0.15,0.67,0.203863558,0
yer-a-wizard-harry-podcast-season-4,6,0,2,4,0,0.33,0.67,0.4063,0
x-flex-mini-and-x-pocket-rfid-slim-wallet,23,6,2,15,0.26,0.09,0.65,0.313299488,0
sailor-cat-hard-enamel-pins,11,0,2,9,0,0.18,0.82,0.453250909,10
ram-and-raven-enamel-pin,3,0,0,3,0,0,1,0.924666667,0
cthulhu-dark,30,1,4,25,0.03,0.13,0.83,0.610221717,0
sailor-moon-bubblegum-enamel-pin,10,0,1,9,0,0.1,0.9,0.54426,0
trance-jewel-aerospace-grade-oligodynamic-spheroid,41,9,4,28,0.22,0.1,0.68,0.38246748,0
kizingo-toddler-spoons-cutlery-design-innovation-f,15,2,1,12,0.13,0.07,0.8,0.413418586,0
gentle-parenting-memes-book-vol-1-be-the-change,3,0,0,3,0,0,1,0.866266667,0
kuroi-hana-japanese-knife-collection-edge-of-belgr,25,8,3,14,0.32,0.12,0.56,0.202153238,0
the-worlds-smallest-garden-0,27,7,2,18,0.26,0.07,0.67,0.286531054,0
know-your-place-essays-on-the-working-class,8,1,1,6,0.12,0.12,0.75,0.335715417,0
blasphemous-dark-and-brutal-2d-non-linear-platform,33,10,6,17,0.3,0.18,0.52,0.168479091,0
hand-of-fate-ordeals,20,3,6,11,0.15,0.3,0.55,0.247229276,5
astropolis-ii-the-galactic-melting-pot,26,4,2,20,0.15,0.08,0.77,0.502791506,0
invader-zims-mini-moose-hard-enamel-pin-series,1,0,0,1,0,0,1,0.8012,0
termination-shock,9,2,2,5,0.22,0.22,0.56,0.147761111,4
magical-planet,0,0,0,0,0,0,0,0,0
maximum-mayhem-dungeons-monsters-of-mayhem-1,9,0,3,6,0,0.33,0.67,0.350686296,28
the-city-clock-paris-design,24,4,2,18,0.17,0.08,0.75,0.354839583,0
pcbgrip-vise-panavise-model-201-base-compatible,17,1,3,13,0.06,0.18,0.76,0.418832941,0
dacberry-pro-professional-soundcard-for-raspberry,15,0,4,11,0,0.27,0.73,0.359221444,0
squawk-squad-saving-new-zealands-native-birds,22,2,2,18,0.09,0.09,0.82,0.631327576,0
biki-first-bionic-wireless-underwater-fish-drone,19,3,8,8,0.16,0.42,0.42,0.156649248,0
jelly-the-smallest-4g-smartphone,31,7,6,18,0.23,0.19,0.58,0.191056891,0
eduexo-the-first-robotic-exoskeleton-kit-for-stem,7,0,2,5,0,0.29,0.71,0.470942857,5
uwear-powerful-and-affordable-smart-watch-for-hike,28,9,7,12,0.32,0.25,0.43,0.063384932,0
aryzon-3d-augmented-reality-for-every-smartphone,28,4,6,18,0.14,0.21,0.64,0.266845357,0
shapeheart-armband-heart-rate-tracking-and-easy-ph,21,7,3,11,0.33,0.14,0.52,0.10917316,0
dfrobot-boson-a-powerful-building-block-for-stem,27,4,5,18,0.15,0.19,0.67,0.326268056,0
imoov-the-ultimate-ultraportable-device-stand,31,5,4,22,0.16,0.13,0.71,0.354689516,0
dreamscreen-hd-and-4k-led-backlighting-for-any-hdm,39,8,4,27,0.21,0.1,0.69,0.3075,0
seed-turntable-quality-power-and-design-in-one-set,29,10,7,12,0.34,0.24,0.41,0.079421223,0
acpd-drum-kit-and-game-the-best-way-to-learn-to-pl,19,7,1,11,0.37,0.05,0.58,0.192063387,0
cosmo-connected-the-first-connected-brake-light,20,2,5,13,0.1,0.25,0.65,0.220397083,0
bladen-brinner-andra-aret,1,0,1,0,0,1,0,0,0
lexies-village-the-story-of-a-new-kind-of-family,1,0,0,1,0,0,1,0.69,0
degree-continuous-in-ear-thermometer-for-children,19,0,2,17,0,0.11,0.89,0.628804912,0
foldio3-take-bigger-ideas,43,9,9,25,0.21,0.21,0.58,0.179236047,0
good-love-the-second-album-from-daniel-duke,7,0,0,7,0,0,1,0.666857143,0
claudia-toffano-hand-embroidered-bridal-gowns,5,0,4,1,0,0.8,0.2,0.12738,0
norsaga-odds-and-endings-expansion,27,0,7,20,0,0.26,0.74,0.411977716,0
turing-tumble-gaming-on-a-mechanical-computer,26,2,3,21,0.08,0.12,0.81,0.515696795,15
gruff-rage-of-the-trolls,21,6,4,11,0.29,0.19,0.52,0.182310417,0
antagonism-learn-it-in-180-seconds-play-it-everywh,6,0,1,5,0,0.17,0.83,0.435566667,0
the-trust-sketchbook-a-reflective-space-to-explore,2,0,0,2,0,0,1,0.540475,0
emma-goes-to-school,1,0,0,1,0,0,1,0.9184,0
the-marcel-perez-collection-volume-2,2,0,0,2,0,0,1,0.854725,0
polyamor-accessories-to-put-feeling-into-bathrooms,7,1,1,5,0.14,0.14,0.71,0.352528571,0
goduo-speakers-worlds-coolest-magnetic-wireless-sp,28,4,4,20,0.14,0.14,0.71,0.385957738,0
sehen-one-second-to-react-and-keep-riding-the-bike,33,9,2,22,0.27,0.06,0.67,0.224011919,0
zombicide-green-horde,29,12,5,12,0.41,0.17,0.41,-0.034915402,0
free-roll-machined-gamers-dice,16,4,0,12,0.25,0,0.75,0.348162078,0
underneath-it-all-nude-portraits-exploring-mental,0,0,0,0,0,0,0,0,0
digitsole-smartshoe-the-worlds-first-intelligent-s,15,3,3,9,0.2,0.2,0.6,0.183499829,0
magpie-the-smartest-truly-global-gps-tracker-aroun,44,12,11,21,0.27,0.25,0.48,0.100572727,0
fall-in-new-england-kenneth-fuchs-composer,0,0,0,0,0,0,0,0,0
the-scrooge-mystery-a-feature-duckumentary,31,1,7,23,0.03,0.23,0.74,0.409146909,0
smartkase-worlds-1st-mobile-case-with-a-built-in-t,7,1,0,6,0.14,0,0.86,0.631508095,0
kat-the-legend-of-gnawbonia,25,1,2,22,0.04,0.08,0.88,0.626519569,0
creature-studio-atlanta,0,0,0,0,0,0,0,0,0
oh-beehive,2,0,0,2,0,0,1,0.92015,0
pigaone-experience-the-best-balance-activation-foo,27,3,8,16,0.11,0.3,0.59,0.284758025,13
savi-sleek-stylish-bracelet-that-holds-your-hair-t,21,3,2,16,0.14,0.1,0.76,0.418534094,0
first-course-training-for-professional-kitchen-job,8,0,2,6,0,0.25,0.75,0.6378,0
camila-meza-and-the-nectar-orchestra-recording-an,0,0,0,0,0,0,0,0,0
art-by-dada,0,0,0,0,0,0,0,0,0
the-many-adventures-of-jo-jo-and-ru-bear-a-childre,0,0,0,0,0,0,0,0,0
flow-sleek-minimalistic-fountain-pen,24,1,2,21,0.04,0.08,0.88,0.488561285,0
widow-return-to-spider-island,10,4,4,2,0.4,0.4,0.2,-0.12515,3
visage-a-short-film,1,0,0,1,0,0,1,0.6588,0
help-vaccine-go-to-the-fringe,0,0,0,0,0,0,0,0,0
softasvulvet-illustration-prints-and-store-launch,2,0,0,2,0,0,1,0.5503,0
wasserturm-pop-up-bar,0,0,0,0,0,0,0,0,0
spin-dice,19,3,3,13,0.16,0.16,0.68,0.340894152,0
endless-inspiration-for-artists-createures-drawing,18,0,1,17,0,0.06,0.94,0.613332672,0
ash-of-gods,28,5,2,21,0.18,0.07,0.75,0.316405952,0
tony-goffredi-solo-ep-life-is,1,0,1,0,0,1,0,0,0
nostalgia-la-flotta-nomade-monad-system,19,1,6,12,0.05,0.32,0.63,0.193771969,0
basic-man-life-changing-basics-for-under-20,10,2,1,7,0.2,0.1,0.7,0.346232273,0
the-undress-version-3,42,9,10,23,0.21,0.24,0.55,0.2754625,0
aegis-super-combining-robot-tactics,22,1,2,19,0.05,0.09,0.86,0.481220909,12
20000-and-1-stone,1,0,1,0,0,1,0,0,0
swim-magazine-issue-01-human-nature,2,0,0,2,0,0,1,0.5477,0
sketchbook-monochrome-rainbow-vol-25,4,0,0,4,0,0,1,0.806875,0
the-animated-brain-mental-health-in-the-animation,1,0,0,1,0,0,1,0.8118,0
iunu,28,2,6,20,0.07,0.21,0.71,0.405483234,0
ahead-turn-any-helmet-into-a-smart-helmet,21,5,4,12,0.24,0.19,0.57,0.121922556,0
mystic-mondays-tarot-cards,28,1,1,26,0.04,0.04,0.93,0.7652375,12
meet-waul-the-worlds-1st-ergonomic-pet-carrier,21,7,0,14,0.33,0,0.67,0.232855306,7
fruit-and-sea-turtles-enamel-pin-collection,1,0,0,1,0,0,1,0.9062,0
bobby-bizz-the-best-business-briefcase-and-backpac,40,15,1,24,0.38,0.03,0.6,0.21062,0
sausage-dog-enamel-pin,7,0,0,7,0,0,1,0.734705714,0
a-unique-swiss-made-automatic-watch-without-luxury,18,1,2,15,0.06,0.11,0.83,0.472665546,0
donald-j-trump-a-book-of-tweets,6,0,2,4,0,0.33,0.67,0.467176667,6
amazing-dice-cases-for-daring-adventurers,26,4,3,19,0.15,0.12,0.73,0.288125962,0
last-night-in-sweden-mustafa-panshiri-and-jens-gan,15,0,13,2,0,0.87,0.13,0.042611111,0
hot-and-bothered,2,0,0,2,0,0,1,0.9402,0
thisisprogress-a-feature-length-documentary,18,0,1,17,0,0.06,0.94,0.604408565,0
the-people-of-yellowstone-photo-exhibit,0,0,0,0,0,0,0,0,0
kiddo-stay-connected-to-your-childs-wellbeing,16,0,7,9,0,0.44,0.56,0.255400663,0
allwithbooks-children-books-inspired-by-the-mayan,17,2,0,15,0.12,0,0.88,0.518364216,0
little-sunny-makes-kimchi-with-halmi,6,0,0,6,0,0,1,0.602033333,0
fandompins-debut-enamel-pin-do-you-trust-me,2,0,1,1,0,0.5,0.5,0.28595,0
moth-fairy-animals-enamel-pin-set-rabbit-and-cat,0,0,0,0,0,0,0,0,0
caged,21,0,1,20,0,0.05,0.95,0.69552381,0
wopilo-a-revolutionary-pillow-that-will-change-you,22,2,0,20,0.09,0,0.91,0.582261515,0
beastgrip-dof-adapter-mk2-and-pro-series-133x-anam,16,0,3,13,0,0.19,0.81,0.388704688,25
sew-punk-hats,0,0,0,0,0,0,0,0,0
vague-pains,0,0,0,0,0,0,0,0,0
saola-shoes-sustainable-kicks-that-kick-back,6,0,2,4,0,0.33,0.67,0.340513889,0
chez-nous-communal-dinners-the-cookbook,1,0,0,1,0,0,1,0.4003,0
turbocats-enamel-pins,0,0,0,0,0,0,0,0,0
minimal-watch-prints-and-keyrings-by-eleven-eleven,2,0,0,2,0,0,1,0.46215,0
underverse-ar-rpg,4,1,1,2,0.25,0.25,0.5,0.27395,0
bean-3d-printer-the-ultimate-consumer-sla-3d-print,27,6,4,17,0.22,0.15,0.63,0.250227469,0
bolt-drones-introducing-a-whole-new-flight-experie,30,5,10,15,0.17,0.33,0.5,0.115233611,0
go-glospex,35,9,9,17,0.26,0.26,0.49,0.147171429,0
grime-scene,0,0,0,0,0,0,0,0,0
artisanal-hats-made-in-italy-finished-by-hand-in-p,2,0,0,2,0,0,1,0.61595,0
gay-designation,0,0,0,0,0,0,0,0,0
the-clip-pen-by-schon-dsgn-write-with-distinction,34,3,5,26,0.09,0.15,0.76,0.541078431,0
knife-river-feature-documentary,3,0,0,3,0,0,1,0.724833333,0
science-enamel-pins,3,0,1,2,0,0.33,0.67,0.3724,3
eating-up-easter-finishing-funds,3,0,0,3,0,0,1,0.803766667,0
not-just-for-mountains-merino-wool-daily-basics,5,1,0,4,0.2,0,0.8,0.465336667,0
monster-taxidermy-for-the-adventurous-home,4,1,0,3,0.25,0,0.75,0.420983333,0
6-gold-blade-limited-print-edition,0,0,0,0,0,0,0,0,0
cats-of-science,7,0,0,7,0,0,1,0.721242857,0
creatures-and-creepies-the-monster-art-of-charamat,13,0,1,12,0,0.08,0.92,0.585658333,9
otto-diy-build-your-own-robot,13,4,0,9,0.31,0,0.69,0.126567289,0
much-ado-about-nothing-as-told-by-dogberry-and-ver,2,0,0,2,0,0,1,0.88245,0
torg-eternity,29,4,6,19,0.14,0.21,0.66,0.136153448,0
minerva,25,10,1,14,0.4,0.04,0.56,0.198617667,0
ghosts-of-gaia-two-reinforcements-28mm-scifi-femal,19,3,4,12,0.16,0.21,0.63,0.199462456,0
the-underground-story-awaken-your-calling,1,0,1,0,0,1,0,0,0
21-draw-university,22,3,5,14,0.14,0.23,0.64,0.338171909,0
supply-and-denim-book-v1,1,0,0,1,0,0,1,0.3182,0
adventure-kit-oath-of-the-frozen-king,27,3,4,20,0.11,0.15,0.74,0.447132932,0
western-the-roleplaying-game,18,4,4,10,0.22,0.22,0.56,0.250728056,0
ariella-short-film,4,1,1,2,0.25,0.25,0.5,0.1320375,0
love-pittsburgh,1,0,0,1,0,0,1,0.7872,1
galaxy-bat-plush-purple-edition,31,1,7,23,0.03,0.23,0.74,0.473666774,0
the-christmas-mummy-and-other-carols,1,0,1,0,0,1,0,0,0
drive-east-the-artist-hub,0,0,0,0,0,0,0,0,0
escape-the-dark-castle,23,4,1,18,0.17,0.04,0.78,0.411974845,0
corgi-heart-pin,2,0,0,2,0,0,1,0.7566,0
minimalist-sneakers-made-with-the-finest-materials,34,3,7,24,0.09,0.21,0.71,0.417931471,0
help-me-become-an-illustration-youtuber,7,0,2,5,0,0.29,0.71,0.424592857,0
grimm-fairy-tales-coloring-book-boxed-set,17,3,2,12,0.18,0.12,0.71,0.345763861,1
surfing-worldwide-showing-you-when-and-where-to-su,8,3,2,3,0.38,0.25,0.38,0.00901875,0
iver-denmark,7,0,4,3,0,0.57,0.43,0.326335714,0
cgr-feature-reviews-of-herzog-zwei-and-super-pac-m,12,1,3,8,0.08,0.25,0.67,0.234983333,0
the-advice-tent-a-self-help-performance,0,0,0,0,0,0,0,0,0
boost-lingerie-loungewear-for-full-busted-girls-an,0,0,0,0,0,0,0,0,0
rubirosa-the-gentlemens-sneaker,3,0,0,3,0,0,1,0.637233333,0
the-oscilloscope-clock-v-gps-module-1pps-autoset-t,0,0,0,0,0,0,0,0,0
blackbelt-3d-printer,18,0,2,16,0,0.11,0.89,0.591232652,0
up-core-the-smallest-quadcore-x86-single-board-com,34,5,9,20,0.15,0.26,0.59,0.255214216,0
emme-technology-is-not-complicated,0,0,0,0,0,0,0,0,0
el-ignorante-documental,2,0,2,0,0,1,0,0,0
zenbivy-bed-the-most-comfortable-backcountry-sleep,21,2,1,18,0.1,0.05,0.86,0.558859127,20
disobedient-enamel-pin,5,0,0,5,0,0,1,0.67854,0
art-tools-pin-set-for-all-you-creative-souls-out-t,5,0,0,5,0,0,1,0.694343333,0
the-way-you-look-tonight-a-rom-com-with-a-secret-a,2,0,0,2,0,0,1,0.6989,0
magnets-a-short-film,1,0,0,1,0,0,1,0.7772,0
schoolbooks-and-sorcery-ya-anthology,6,0,4,2,0,0.67,0.33,0.283866667,0
street-masters-rise-of-the-kingdom,23,2,2,19,0.09,0.09,0.83,0.420416739,0
freeda-watches-inspired-by-the-italian-dolce-vita,17,3,2,12,0.18,0.12,0.71,0.377035294,15
kickstart-my-career-futuristic-fiction-collection,4,0,2,2,0,0.5,0.5,0.13769375,0
archivo-gurrola,1,0,1,0,0,1,0,0,0
the-human-incubator-a-new-musical,0,0,0,0,0,0,0,0,0
rememorex,20,3,5,12,0.15,0.25,0.6,0.261520389,0
crucible-space-station-map-posters-and-miniature,14,0,2,12,0,0.14,0.86,0.433003631,9
the-component-collector,24,1,2,21,0.04,0.08,0.88,0.485627824,0
finders-keepers,2,0,1,1,0,0.5,0.5,0.22995,3
the-push-stars-are-making-a-brand-new-album,18,1,3,14,0.06,0.17,0.78,0.491272222,0
knives,2,0,0,2,0,0,1,0.9052,0
beachsheetz-the-worlds-best-outdoor-accessory,33,8,7,18,0.24,0.21,0.55,0.175124747,0
fifty-high-season-shane-lynam,4,0,1,3,0,0.25,0.75,0.566475,0
earstudio-worlds-first-studio-quality-bluetooth-re,36,13,4,19,0.36,0.11,0.53,0.16930713,0
everyday-performance-shorts,18,2,4,12,0.11,0.22,0.67,0.307561574,0
the-2017-procedural-generation-jam,1,0,0,1,0,0,1,0.34,0
keansburg-mural-project,0,0,0,0,0,0,0,0,0
amplified-existence-original-illustration-prints,0,0,0,0,0,0,0,0,0
advanced-ability-checks-supplement,1,0,1,0,0,1,0,0,0
the-contractors-create-final-character-concept-art,1,0,0,1,0,0,1,0.9881,0
inbox-short-film,5,0,1,4,0,0.2,0.8,0.59069,0
making-love-a-short-film-conceived-by-peter-rollin,2,0,0,2,0,0,1,0.5786,0
neutral-a-short-film-by-nathan-barnatt,33,1,2,30,0.03,0.06,0.91,0.660952424,0
colour-contrast-watercolour-book,1,0,0,1,0,0,1,0.6249,0
the-well-read-black-girl-writers-conference-and-fe,22,3,3,16,0.14,0.14,0.73,0.483575,0
adorable-wonder-woman-chibi-sticker,10,0,2,8,0,0.2,0.8,0.545865,0
cosplay-deviants-2018-calendar,2,0,1,1,0,0.5,0.5,0.20095,0
aweful-words-a-book-of-illustrated-words-and-defin,27,1,2,24,0.04,0.07,0.89,0.648195123,0
keep-going-a-coming-of-age-novel-set-in-the-apocal,4,0,0,4,0,0,1,0.67105,0
then-now-childhood-revisited-an-art-book-for-the-a,9,0,1,8,0,0.11,0.89,0.641055556,0
la-mariposa-borracha,0,0,0,0,0,0,0,0,0
fund-a-new-t-34-book,0,0,0,0,0,0,0,0,0
storyhack-action-and-adventure-issue-1,2,0,0,2,0,0,1,0.374525,1
jewellery-for-the-journey,0,0,0,0,0,0,0,0,0
lucy-fancypants-pigeon-a-story-for-children-of-all,0,0,0,0,0,0,0,0,0
12-realms-dungeonland-0,12,2,3,7,0.17,0.25,0.58,0.202217922,0
carcosa-a-lovecraftian-board-game-of-cults-and-mad,22,2,3,17,0.09,0.14,0.77,0.373600909,0
elemenz-the-duelling-dice-game-of-alien-shamans,11,2,0,9,0.18,0,0.82,0.288068527,0
mauritius-by-theresa-rebeck,0,0,0,0,0,0,0,0,0
stranded-photos-text-sound,1,0,1,0,0,1,0,0,0
exchimp,34,9,4,21,0.26,0.12,0.62,0.162235539,3
sunnybag-smartbattery,19,3,4,12,0.16,0.21,0.63,0.237105263,11
figments-long-sleeve-fashion-and-truth,3,0,2,1,0,0.67,0.33,0.272,0
dfy360-rfid-blocking-wallet-crazy-affordable-price,33,3,9,21,0.09,0.27,0.64,0.405588182,0
stories-of-norse-gods-and-heroes,0,0,0,0,0,0,0,0,0
grandfather-thunder-and-the-night-horses,0,0,0,0,0,0,0,0,0
super-retro-sourcebook-volume-2-by-higher-grounds,4,0,0,4,0,0,1,0.23294375,0
madcap-screwball-cartoon-role-play-for-tabletop,22,5,3,14,0.23,0.14,0.64,0.3362625,0
tournament-of-towers-draft-pieces-build-grand-towe,22,1,2,19,0.05,0.09,0.86,0.624503355,0
kitchen-rush,34,8,5,21,0.24,0.15,0.62,0.166894608,0
lending-library,2,0,0,2,0,0,1,0.34675,0
minemikomalis-sketchbook-i,11,0,2,9,0,0.18,0.82,0.608036364,0
the-heirs-of-avalon,0,0,0,0,0,0,0,0,0
handmade-energy-bars-with-100-recyclable-packaging,7,0,0,7,0,0,1,0.667133333,0
runaway-arab,0,0,0,0,0,0,0,0,0
patrick-carroll-on-glow-in-the-dark-vinyl,1,0,1,0,0,1,0,0,0
fron-tera-bilingual-literary-magazine-revista-lite,0,0,0,0,0,0,0,0,0
willis-judd-forged-carbon-automatic-watches,15,1,2,12,0.07,0.13,0.8,0.409251905,0
101-cats-a-collection-of-illustrations-volume-1,11,1,4,6,0.09,0.36,0.55,0.386180303,0
sherlock-holmes-hexalogy,18,4,2,12,0.22,0.11,0.67,0.276046318,0
fellman-watch-co,7,1,0,6,0.14,0,0.86,0.589678571,4
flex-eboard-rough-stuff-electric-longboard,15,1,2,12,0.07,0.13,0.8,0.28255181,0
harem-wars-card-game,18,2,5,11,0.11,0.28,0.61,0.239213519,0
freeplay-zero-freeplay-cm3-by-freeplaytech,15,4,0,11,0.27,0,0.73,0.295750722,0
mixers-modular-jewelry-that-evolves-with-you,4,0,0,4,0,0,1,0.670233333,0
samsara-the-worlds-first-aluminum-smart-suitcase,26,11,2,13,0.42,0.08,0.5,0.116523205,0
broken-leg-productions,1,0,0,1,0,0,1,0.6094,0
dogs-that-cant-even,2,0,0,2,0,0,1,0.822225,0
kamarg-classic-rucksack-re-introduced,21,3,4,14,0.14,0.19,0.67,0.263793056,17
anima-obscvra-enamel-pins-sachiel-pre-order,0,0,0,0,0,0,0,0,0
sweet-n-spiky-cute-enamel-pins,3,0,1,2,0,0.33,0.67,0.4429,3
the-worlds-most-sustainable-and-comfortable-bicycl,1,0,0,1,0,0,1,0.5081,0
