Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
brondell-swash-intelligent-electronic-bidet-toilet,49,8,5,36,0.16,0.1,0.73,0.47462449,0
jeans-with-a-side-panel-for-the-perfect-fit,15,3,6,6,0.2,0.4,0.4,0.18328,0
rmour-silver-case-for-your-iphone-7-and-7-plus,50,8,16,26,0.16,0.32,0.52,0.273926,0
coolbag-gen2-anti-theft-recreational-travel-bag-wi,23,3,2,18,0.13,0.09,0.78,0.482969565,12
ko8-pro-the-evolution-of-functional-fitness,30,1,2,27,0.03,0.07,0.9,0.631276667,8
gir-ladle-and-spoonula,50,4,4,42,0.08,0.08,0.84,0.561146,0
odyssey-the-next-generation-science-game,48,5,7,36,0.1,0.15,0.75,0.535047917,0
nimble-sense-bring-your-hands-into-virtual-reality,50,11,15,24,0.22,0.3,0.48,0.207466,0
riftmax-theater,17,1,2,14,0.06,0.12,0.82,0.679405882,0
font-awesome-5,50,12,15,23,0.24,0.3,0.46,0.085206,0
pokito,49,17,12,20,0.35,0.24,0.41,0.074667347,1
dialect-a-game-about-language-and-how-it-dies,50,6,12,32,0.12,0.24,0.64,0.400964,0
monsterhearts-2,46,3,9,34,0.07,0.2,0.74,0.45675,4
qi-aerista-the-ultimate-wi-fi-enabled-smart-tea-ma,50,10,6,34,0.2,0.12,0.68,0.368422,0
k-board-pro-4-smart-fabric-keyboard,50,3,10,37,0.06,0.2,0.74,0.49294,0
hudify-a-transparent-gps-that-keeps-your-eyes-on-t,50,14,15,21,0.28,0.3,0.42,0.146498,0
vinci-first-smart-3d-headphones-that-understand-yo,50,14,8,28,0.28,0.16,0.56,0.221148,0
bixi-control-any-smart-device-by-simply-waving-you,50,10,9,31,0.2,0.18,0.62,0.20771,0
2nd-generation-magbak-protect-your-phone-mount-it,50,17,10,23,0.34,0.2,0.46,0.113074,0
flowmotion-smartphone-stabilizer-the-end-of-shaky,50,11,7,32,0.22,0.14,0.64,0.272456,0
sevenhugs-smart-remote-the-first-remote-for-everyt,50,6,13,31,0.12,0.26,0.62,0.300742,0
the-wolfe-supercharge-your-laptop,50,9,14,27,0.18,0.28,0.54,0.23211,0
dashbot-a-49-robot-for-your-dashboard,50,15,7,28,0.3,0.14,0.56,0.195326,0
your-everyday-light-for-any-lifestyle,50,16,12,22,0.32,0.24,0.44,0.064998,0
foldscope-the-origami-paper-microscope,50,9,8,33,0.18,0.16,0.66,0.346046,0
ad-free-indie-mobile-quiz-games,0,0,0,0,0,0,0,0,0
geareye-the-ultimate-gear-management-system,50,9,13,28,0.18,0.26,0.56,0.222658,0
vimble-s-never-capture-a-shaky-video-again,50,18,10,22,0.36,0.2,0.44,0.09386,0
snapnator-your-macbook-snap-feature-is-back,50,19,10,21,0.38,0.2,0.42,0.112696,0
ae-modular-a-modular-synthesizer-for-everyone,50,5,6,39,0.1,0.12,0.78,0.491494,0
airblock-the-modular-and-programmable-starter-dron,50,9,12,29,0.18,0.24,0.58,0.293512,0
vue-your-everyday-smart-glasses,50,16,6,28,0.32,0.12,0.56,0.247792,0
krossblade-skyprowler-multi-mission-vtol-transform,50,7,7,36,0.14,0.14,0.72,0.380154,0
world-of-myrr-adventure-modules-and-handbook-for-5,12,2,3,7,0.17,0.25,0.58,0.392758333,0
limitless-encounters-vol-1,50,12,8,30,0.24,0.16,0.6,0.244056,0
freedrum-the-drumkit-that-fits-in-your-pocket,50,4,7,39,0.08,0.14,0.78,0.408304,0
square-off-worlds-smartest-chess-board-relaunched,50,9,11,30,0.18,0.22,0.6,0.227498,0
quackup-quackup-attack-video-game-for-windows-and,4,0,3,1,0,0.75,0.25,0.189075,0
the-harlan-ellison-books-preservation-project,50,3,5,42,0.06,0.1,0.84,0.57384,0
visions-of-a-thousand-eyes-the-ultimate-fantasy-ar,50,12,15,23,0.24,0.3,0.46,0.108466,0
txture-new-workshop-to-revive-prehispanic-woven-fu,8,0,1,7,0,0.12,0.88,0.790575,0
kingdom-death-monster-15,50,14,10,26,0.28,0.2,0.52,0.134242,0
betterback-therapy-improve-posture-back-pain,50,6,11,33,0.12,0.22,0.66,0.457768,0
helios-touch-modular-lighting-system,50,18,9,23,0.36,0.18,0.46,0.097008,0
adventure-mat-a-clean-surface-wherever-you-go,50,3,9,38,0.06,0.18,0.76,0.546116,0
fin-a-vibrator-for-fingers,50,20,4,26,0.4,0.08,0.52,0.118974,0
ab-blaster-the-most-complete-core-fitness-workout,23,4,6,13,0.17,0.26,0.57,0.277265217,7
watson-the-backpack-for-uncompromising-professiona,50,4,7,39,0.08,0.14,0.78,0.522558,0
vinco-wallet-the-profoundly-thin-veg-tan-card-slee,20,4,4,12,0.2,0.2,0.6,0.33097,0
el-dorado-maya-playing-cards-relaunch,35,4,8,23,0.11,0.23,0.66,0.313891429,0
armed-forces-playing-cards,13,3,1,9,0.23,0.08,0.69,0.365907692,0
divine-art-playing-cards-limited-edition,15,2,0,13,0.13,0,0.87,0.59702,5
chronos-14-high-speed-camera,50,9,4,37,0.18,0.08,0.74,0.408572,0
evercube-lifetime-toothbrush-holder-and-multipurpo,42,5,7,30,0.12,0.17,0.71,0.337528571,0
yokai-quest,50,11,11,28,0.22,0.22,0.56,0.218788,0
parkis-space-saving-bicycle-lift,22,4,6,12,0.18,0.27,0.55,0.298840909,0
inflatable-waterproof-anti-shock-capsula-backpack,50,14,7,29,0.28,0.14,0.58,0.199458,0
stealth-get-ripped-abs-by-playing-games-on-your-sm,50,8,9,33,0.16,0.18,0.66,0.275888,0
bear-soles-the-warmest-choice-this-winter,50,3,1,46,0.06,0.02,0.92,0.6341,0
grippz-mats-the-worlds-first-acupressure-yoga-mat,50,25,4,21,0.5,0.08,0.42,-0.046418,0
fotric-123-cloud-based-thermal-camera-for-early-fi,48,2,5,41,0.04,0.1,0.85,0.585702083,0
wirebutter-smart-powerboard,49,13,6,30,0.27,0.12,0.61,0.181391837,1
bluetooth-smart-pen-20-exceptional-quality-and-val,50,11,3,36,0.22,0.06,0.72,0.348192,0
repour-smart-stopper,50,5,15,30,0.1,0.3,0.6,0.38153,0
swankytm-the-floating-ladle,50,4,22,24,0.08,0.44,0.48,0.247372,0
dash-access-bifold-wallet,50,15,6,29,0.3,0.12,0.58,0.15829,0
audio-game-hub-keep-your-ears-wide-open,35,2,5,28,0.06,0.14,0.8,0.522142857,0
lee-knife-the-best-kitchen-knife-on-earth,44,9,12,23,0.2,0.27,0.52,0.167445455,0
swindon-fringe-festival-2017,0,0,0,0,0,0,0,0,0
idockall-2-true-one-hand-undocking-with-a-twist,29,5,5,19,0.17,0.17,0.66,0.29777931,0
colaboracion-no1-aluxes,11,1,0,10,0.09,0,0.91,0.7072,0
the-station-a-first-person-exploration-story-drive,50,3,11,36,0.06,0.22,0.72,0.41891,0
king-lear,1,0,0,1,0,0,1,0.6688,0
krysala-birth,6,0,3,3,0,0.5,0.5,0.3801,0
xlp-dice-v20,44,3,8,33,0.07,0.18,0.75,0.501970455,0
lil-bunny-sue-roux-on-two-the-adopted-two-legged-b,50,8,10,32,0.16,0.2,0.64,0.388238,0
pod-portable-power-on-demand,21,2,7,12,0.1,0.33,0.57,0.401,0
the-journeyman-series-handcrafted-mechanical-watch,13,2,1,10,0.15,0.08,0.77,0.449153846,0
objects-of-celebration,4,0,0,4,0,0,1,0.82135,0
studio-ceramica-we-need-wheels,6,0,1,5,0,0.17,0.83,0.509616667,0
morpheus-delta-fine-quality-resin-3d-printer-at-fd,50,8,23,19,0.16,0.46,0.38,0.111134,0
political-fables-for-unsweet-dreams,19,2,5,12,0.11,0.26,0.63,0.280415789,0
five-minutes-for-art-a-coloring-book-from-peter-si,10,0,2,8,0,0.2,0.8,0.61205,0
man-vs-meeple,50,12,16,22,0.24,0.32,0.44,0.14478,0
5-minute-dungeon-the-most-fun-you-can-have-in-5-mi,50,4,11,35,0.08,0.22,0.7,0.446678,0
chocamo-cookie-cups-sip-bite-feed-your-soul,7,0,1,6,0,0.14,0.86,0.587171429,0
chip-smart-cookie-ovenfresh-cookies-in-under-10-mi,50,8,8,34,0.16,0.16,0.68,0.3534,0
destiny-aurora-renegades-miniatures-board-game,50,10,9,31,0.2,0.18,0.62,0.24192,0
oak-turn-your-tabletop-into-an-augmented-reality-p,13,2,0,11,0.15,0,0.85,0.588638462,0
pocketlab-voyager-explore-science-in-your-world,50,7,5,38,0.14,0.1,0.76,0.430766,0
this-defiant-earth-1950s-sci-fi-movie-roleplaying,50,6,14,30,0.12,0.28,0.6,0.34888,0
vaxcards-a-game-of-infectious-disease-and-fun,50,4,15,31,0.08,0.3,0.62,0.304418,0
bitten-a-5-minute-game-of-survival-in-the-zombie-a,50,11,13,26,0.22,0.26,0.52,0.222928,0
not-profit-record-label,0,0,0,0,0,0,0,0,0
the-red-dragon-inn-6-villains,50,11,14,25,0.22,0.28,0.5,0.166558,0
papercuts-a-party-game-for-the-rude-and-well-read,25,4,1,20,0.16,0.04,0.8,0.437052,0
hp-lovecraft-cthulhu-mythos-the-great-old-ones-ii,29,1,4,24,0.03,0.14,0.83,0.56332069,0
ohhio-braid-unique-craft-material-for-chunky-creat,50,7,11,32,0.14,0.22,0.64,0.321902,0
kyotomoji-box-your-life,50,12,9,29,0.24,0.18,0.58,0.27641,0
brimstone,50,4,8,38,0.08,0.16,0.76,0.548652,0
aubergine-pillow-comfort-in-just-a-puff,50,3,12,35,0.06,0.24,0.7,0.478498,0
odin2-smart-projector-for-movies-video-calls-and-a,50,10,14,26,0.2,0.28,0.52,0.14397,0
xube-streamline-your-shower-experience-on-the-go,50,7,10,33,0.14,0.2,0.66,0.350792,0
smart-3d-printing-system-to-create-your-message-ri,0,0,0,0,0,0,0,0,0
guppy-friend-washing-bag,31,6,6,19,0.19,0.19,0.61,0.280780645,0
pomo-waffle-smartwatch-for-kids-independence-and-c,50,14,16,20,0.28,0.32,0.4,0.087772,0
kobold-press-bestiary-a-collection-of-fantasy-mini,30,2,12,16,0.07,0.4,0.53,0.267706667,20
piesareawesome,29,6,6,17,0.21,0.21,0.59,0.304010345,21
the-forest-dragon-card-game-by-rory,50,6,5,39,0.12,0.1,0.78,0.479918,0
the-identity-card,50,12,2,36,0.24,0.04,0.72,0.357776,0
clades-the-evolutionary-card-game,48,3,7,38,0.06,0.15,0.79,0.546970833,0
cultists-of-the-kraken-lord,50,3,12,35,0.06,0.24,0.7,0.407726,0
frankfurter-brett-basic-100-grossartig,50,12,11,27,0.24,0.22,0.54,0.219204,0
gryphon-simple-safe-super-fast-wifi-for-modern-fam,50,6,14,30,0.12,0.28,0.6,0.328594,0
love-forgive-never-give-up-a-self-empowerment-book,4,0,1,3,0,0.25,0.75,0.69755,1
glow-an-illuminating-crystal-that-floats-in-mid-ai,50,10,13,27,0.2,0.26,0.54,0.177964,0
morris-the-reversible-fish,44,7,7,30,0.16,0.16,0.68,0.374897727,6
jive-tws-earbuds-pure-wire-less-audio,50,14,14,22,0.28,0.28,0.44,0.098542,0
cardboard-ceramics,6,0,1,5,0,0.17,0.83,0.67205,0
hooked-0,4,0,3,1,0,0.75,0.25,0.224425,0
test-cups,1,0,0,1,0,0,1,0.923,0
gripster-interior-bicycle-storage-made-simple,8,0,0,8,0,0,1,0.545325,1
yellowstone-wolf-genealogy-online,4,0,0,4,0,0,1,0.922775,0
sence-the-evolution-of-mindfulness-and-productivit,50,2,14,34,0.04,0.28,0.68,0.433746,0
trapmats-the-worlds-first-easy-clean-dual-car-mats,50,5,22,23,0.1,0.44,0.46,0.227672,0
new-space-plus-returned-ess-sabre32-dsd-dxd-dac,50,11,10,29,0.22,0.2,0.58,0.177498,0
talkimate-the-stylish-accessory-for-smartphone-wal,4,0,0,4,0,0,1,0.58825,0
enamel-pins-wicked-trio,4,0,0,4,0,0,1,0.67965,0
huberton-genuine-leather-slim-wallets,50,6,14,30,0.12,0.28,0.6,0.286458,0
save-and-clear-up-the-world-transforming-junk-into,3,0,0,3,0,0,1,0.6471,0
i-extruder-smart-solder-paste-and-fluids-dispenser,50,15,9,26,0.3,0.18,0.52,0.2008,0
zapbox-experience-mixed-reality-for-just-30,50,6,11,33,0.12,0.22,0.66,0.495616,0
ravean-van-tour-and-loyalty-program,8,0,1,7,0,0.12,0.88,0.595675,0
monkey-business,35,1,2,32,0.03,0.06,0.91,0.633488571,0
ostrich-pillow-go-maximum-comfort-sleep-for-all-ne,50,1,4,45,0.02,0.08,0.9,0.67917,0
super-powers-for-every-girl-book-and-cards,2,1,1,0,0.5,0.5,0,-0.39525,0
impressions-cardinal-ed-playing-cards,50,4,11,35,0.08,0.22,0.7,0.43901,0
taking-over-shakespeare,1,0,0,1,0,0,1,0.8409,0
new-york-show-of-limited-edition-hand-pulled-scree,2,0,0,2,0,0,1,0.81245,0
sentinel-3d-printer-filament-detector-and-cleaner,50,11,12,27,0.22,0.24,0.54,0.305164,0
re-arm-for-ramps-simple-32-bit-upgrade,49,24,10,15,0.49,0.2,0.31,-0.11767551,1
ez-2c-3d-viewer-1,0,0,0,0,0,0,0,0,0
d3-the-first-real-three-sided-dice,50,3,18,29,0.06,0.36,0.58,0.298382,0
apocalypse-frenzy,22,2,6,14,0.09,0.27,0.64,0.351386364,0
affordable-dlp-3d-printer-amazing-2k-resolution,50,11,10,29,0.22,0.2,0.58,0.256128,0
macromat-miniature-photo-backdrops,50,7,8,35,0.14,0.16,0.7,0.431152,0
darkroom-secrets,32,8,9,15,0.25,0.28,0.47,0.13951875,0
multibru-a-versatile-manual-brewer-for-coffee-and,38,3,4,31,0.08,0.11,0.82,0.558497368,12
redundant-clock,38,10,10,18,0.26,0.26,0.47,0.241444737,12
the-bike-hanger-20-beautiful-bicycle-storage,17,1,4,12,0.06,0.24,0.71,0.418517647,0
trinken-the-ultimate-stealth-koozie-redesigned,50,11,18,21,0.22,0.36,0.42,0.130018,0
redefining-italian-luxury-watches-filippo-loreti,50,12,9,29,0.24,0.18,0.58,0.280036,0
the-heimplanet-motion-series-active-backpacks,50,13,7,30,0.26,0.14,0.6,0.262274,0
everlast,50,13,14,23,0.26,0.28,0.46,0.206358,0
3dtotal-anatomy-reference-extended-collection,50,6,15,29,0.12,0.3,0.58,0.332698,0
flippr-the-ironing-board-that-saves-80-of-your-tim,50,22,5,23,0.44,0.1,0.46,-0.001782,0
music-cloth,2,0,1,1,0,0.5,0.5,0.3494,0
tuck-the-ultimate-comfort-companion,50,7,16,27,0.14,0.32,0.54,0.256754,0
taps-touchscreen-sticker-w-touch-id-ships-before-x,47,18,8,21,0.38,0.17,0.45,0.018910638,3
illuminate-your-helmet-lightmode-kits-redesigned,50,11,10,29,0.22,0.2,0.58,0.273208,0
pi3cart-nes-cartridge-case-for-raspberry-pi-3,49,13,8,28,0.27,0.16,0.57,0.243720408,1
phonster-x-the-best-phone-holster-is-back-on-kicks,50,22,10,18,0.44,0.2,0.36,0.033018,0
usp-mkii-atmel-programmer,31,11,13,7,0.35,0.42,0.23,-0.110435484,0
dwar7s-fall,50,6,17,27,0.12,0.34,0.54,0.267316,0
a-profound-waste-of-time-a-gaming-magazine,50,1,7,42,0.02,0.14,0.84,0.56001,0
shamrockwalletstm-the-perfect-slim-leather-wallets,50,18,12,20,0.36,0.24,0.4,0.09063,0
boldr-watches-voyage-sleek-design-meets-smart-func,50,5,12,33,0.1,0.24,0.66,0.400296,0
agony,50,16,13,21,0.32,0.26,0.42,0.075264,0
moti-your-smart-companion-for-better-habits,48,4,3,41,0.08,0.06,0.85,0.664764583,1
superbear-art-te-d30-and-r2-bear-2-stickers-t-shir,6,1,0,5,0.17,0,0.83,0.653383333,0
scribble-a-revolutionary-pen-that-draws-in-any-col,50,13,6,31,0.26,0.12,0.62,0.22414,0
feudum-a-nuanced-game-of-hand-and-resource-managem,45,10,9,26,0.22,0.2,0.58,0.235651111,5
fantasy-maps-the-shops-12-shops-for-your-town,50,8,10,32,0.16,0.2,0.64,0.386258,0
wonder-wires-charge-your-cell-save-files-and-trans,50,13,10,27,0.26,0.2,0.54,0.122702,0
gina-smart-coffee-instrument-by-goat-story,50,6,8,36,0.12,0.16,0.72,0.401624,0
noomoon-add-the-swiss-touch-to-your-apple-watch,50,10,11,29,0.2,0.22,0.58,0.307198,0
codename-colossus-mki-cyclops-electronic-walking-m,9,1,0,8,0.11,0,0.89,0.567877778,0
tales-from-the-loop-roleplaying-in-the-80s-that-ne,50,6,14,30,0.12,0.28,0.6,0.396158,0
wobbly-peyote-a-cactus-themed-desktop-toy,9,0,0,9,0,0,1,0.826288889,0
duo-mount-highly-compatible-and-durable-bike-mount,50,9,11,30,0.18,0.22,0.6,0.266958,0
furniture-from-a-different-dimension,50,7,12,31,0.14,0.24,0.62,0.28865,0
you-deserve-better-coffee-make-it-now-with-the-arc,50,13,10,27,0.26,0.2,0.54,0.211096,0
the-mathematical-bridge,22,0,6,16,0,0.27,0.73,0.506059091,0
banishment,50,12,8,30,0.24,0.16,0.6,0.23451,0
dammerlicht-fantasy-game-based-on-the-many-worlds,16,0,2,14,0,0.12,0.88,0.7364875,0
cthulhu-crusades,50,3,9,38,0.06,0.18,0.76,0.48735,0
shadowscape,50,9,8,33,0.18,0.16,0.66,0.32121,0
the-orcish-english-dictionary-2nd-edition,50,8,13,29,0.16,0.26,0.58,0.283392,0
the-shorter-catechism-deck,14,0,4,10,0,0.29,0.71,0.457935714,0
tio-connected-toys-and-inventions-anyone-can-creat,23,3,0,20,0.13,0,0.87,0.60286087,0
ai-war-ii-0,50,13,16,21,0.26,0.32,0.42,0.128426,0
relieve-neck-pain-get-weight-off-your-shoulder-w-c,50,18,14,18,0.36,0.28,0.36,0.039362,0
rest-your-discs-relieve-pain-and-strengthen-with-d,50,10,13,27,0.2,0.26,0.54,0.185022,0
dreamwars-steampunk-horror-board-game,50,5,6,39,0.1,0.12,0.78,0.476034,0
ninja-bees-the-card-game,10,1,4,5,0.1,0.4,0.5,0.26679,4
galactic-coliseum,50,6,11,33,0.12,0.22,0.66,0.392892,0
the-bird-told-me-to-do-it,50,6,12,32,0.12,0.24,0.64,0.336446,0
zac-voice-control-your-home-with-a-raccoon-hologra,50,7,8,35,0.14,0.16,0.7,0.477518,0
array-offgrid-a-new-generation-of-solar-backpacks,50,1,5,44,0.02,0.1,0.88,0.61103,0
the-undercover,50,5,7,38,0.1,0.14,0.76,0.481648,0
hippinie-the-multi-functional-tool-for-your-head,50,3,13,34,0.06,0.26,0.68,0.430912,0
the-wireless-tma-2-modular-headphone-system,50,13,6,31,0.26,0.12,0.62,0.26508,0
beautiful-italian-shoes-for-men-and-women,50,4,2,44,0.08,0.04,0.88,0.618186,0
the-weatherneck-system-a-tactical-breakaway-balacl,50,9,12,29,0.18,0.24,0.58,0.33354,0
solosockstm-a-sustainable-solution-to-sock-waste,50,4,13,33,0.08,0.26,0.66,0.45761,0
baelts-the-belt-rebuilt,41,4,6,31,0.1,0.15,0.76,0.510404878,0
well-inked-box,16,2,2,12,0.12,0.12,0.75,0.536325,0
lunowear-nature-inspired-nature-made,50,10,6,34,0.2,0.12,0.68,0.38478,0
field-and-crew-heritage-watch-customization-on-you,33,3,7,23,0.09,0.21,0.7,0.4008,0
vinted-bags-and-leather-goods-essentials-for-explo,42,2,5,35,0.05,0.12,0.83,0.524345238,0
mostradtm-maverick-wallet,50,19,8,23,0.38,0.16,0.46,0.072858,0
backpacks-and-blisters-a-classic-board-game-for-th,50,4,5,41,0.08,0.1,0.82,0.49683,0
skyscraper-art-deco-watch,10,0,1,9,0,0.1,0.9,0.63308,0
elemental-cubes-by-raw-0,48,12,13,23,0.25,0.27,0.48,0.19054375,2
100-carbon-fiber-case-for-iphone-4-4s-and-5,14,3,3,8,0.21,0.21,0.57,0.184,0
larsen-and-ross-leather-products-built-to-last-a-l,26,1,3,22,0.04,0.12,0.85,0.650653846,0
cloudpic,50,15,18,17,0.3,0.36,0.34,0.044696,0
thumb-book-pocket-thumbnail-sketchbook-for-cartoon,22,1,3,18,0.05,0.14,0.82,0.566004545,4
adelante-shoe-co-quality-and-style-revolutionized,22,2,3,17,0.09,0.14,0.77,0.470954545,0
juta-shoes-ethical-and-environmental-espadrilles,10,0,1,9,0,0.1,0.9,0.67074,0
broken-homme-made-in-usa-boots-and-footwear,50,17,5,28,0.34,0.1,0.56,0.114872,0
vresh-jeans-handmade-in-europe,21,2,5,14,0.1,0.24,0.67,0.377771429,0
haus-of-assembly-shoes-made-in-the-bahamas,2,0,0,2,0,0,1,0.60065,0
the-big-sea-serpent-ceramic-cocktail-vessel-tiki-m,5,1,2,2,0.2,0.4,0.4,0.14766,0
oka-whiskey-tumbler-with-completely-new-tasting-ex,5,2,0,3,0.4,0,0.6,0.15944,1
fear-the-con-10-x-con,28,9,7,12,0.32,0.25,0.43,0.146289286,2
the-kill-screen-platinum-edition,22,1,7,14,0.05,0.32,0.64,0.371027273,0
app-custom-shoes-calzado-personalizado-madame-mari,0,0,0,0,0,0,0,0,0
the-warrior-and-the-box,1,0,0,1,0,0,1,0.7345,0
8-bit-art-gospel-of-john-comic-book,3,0,3,0,0,1,0,0,1
vufine-the-next-evolution-in-wearable-displays,50,10,10,30,0.2,0.2,0.6,0.266776,0
fusion-bases,50,9,14,27,0.18,0.28,0.54,0.258838,0
movie-buff-the-greatest-movie-trivia-card-game,50,10,10,30,0.2,0.2,0.6,0.213108,0
osmobot-truly-affordable-hydroponic-aquaponic-moni,21,0,4,17,0,0.19,0.81,0.531728571,4
upworks-ultimate-modular-miniature-castle-building,50,9,8,33,0.18,0.16,0.66,0.29596,0
renegade-the-first-3d-pen-to-run-on-plastic-bags-a,35,4,6,25,0.11,0.17,0.71,0.500917143,0
elos-the-first-and-only-urban-lifestyle-skateboard,50,10,8,32,0.2,0.16,0.64,0.303348,0
lift-anti-gravity-levitating-smartwatch-charger,50,6,12,32,0.12,0.24,0.64,0.339834,0
ogre-miniatures-set-1,50,10,15,25,0.2,0.3,0.5,0.1979,0
bring-divekick-to-pc,50,4,11,35,0.08,0.22,0.7,0.440598,0
deuce-wallet-the-best-2-in-1-minimalist-bifold-rfi,35,10,10,15,0.29,0.29,0.43,0.053642857,15
spelly-straws,50,15,15,20,0.3,0.3,0.4,0.085702,0
papers-and-paychecks,37,12,16,9,0.32,0.43,0.24,-0.024343243,13
dungeon-crawl-classics-scratch-off-holiday-module,50,5,9,36,0.1,0.18,0.72,0.4408,0
angarita-crafted-company-handcrafted-lamps,34,12,7,15,0.35,0.21,0.44,0.144267647,0
lenore-a-debut-album,7,0,2,5,0,0.29,0.71,0.555442857,0
9mm-luxury-swiss-watches,20,1,5,14,0.05,0.25,0.7,0.43888,0
tesla-self-rechargeable-electronic-lighter,50,19,13,18,0.38,0.26,0.36,-0.002848,0
the-smart-garden-your-solution-for-better-food,50,16,8,26,0.32,0.16,0.52,0.163822,0
listnr-your-listening-assistant,27,4,4,19,0.15,0.15,0.7,0.383159259,0
crucial-0,32,3,9,20,0.09,0.28,0.62,0.33093125,18
jetgetters-fighter-jet-hijacking-multiplayer-shoot,50,3,5,42,0.06,0.1,0.84,0.66431,0
special-edition-sorcery-role-playing-game-tabletop,23,0,3,20,0,0.13,0.87,0.65053913,0
the-gaslight-keychain-lantern-go-forth-be-luminous,36,6,6,24,0.17,0.17,0.67,0.354827778,14
the-world-council,50,24,11,15,0.48,0.22,0.3,-0.095138,0
ballven-fuel-cell-a-titanium-and-stainless-steel-h,50,6,13,31,0.12,0.26,0.62,0.352364,0
lumiere-the-ultimate-eye-protection-lamp-you-take,50,5,10,35,0.1,0.2,0.7,0.439308,0
machine-era-ti5-slim-wallet,22,2,3,17,0.09,0.14,0.77,0.506931818,14
the-stk-multi-tool-sliding-tool-and-knife-for-ever,50,3,15,32,0.06,0.3,0.64,0.463522,0
riki-restart,39,6,10,23,0.15,0.26,0.59,0.189902564,0
the-rangers-bloodstone-a-miniwargaming-movie-proje,36,2,3,31,0.06,0.08,0.86,0.584027778,1
the-exiled-siege-expand-your-city-and-fight-for-su,50,8,11,31,0.16,0.22,0.62,0.359246,0
legacy-of-mana-rpg-setting-guide-for-pathfinder-an,50,7,13,30,0.14,0.26,0.6,0.33532,0
bonjour-smart-alarm-clock-with-artificial-intellig,50,10,10,30,0.2,0.2,0.6,0.328596,0
joonie-a-car-seat-cover-for-everyday-adventures,2,0,0,2,0,0,1,0.93525,0
romantic-playing-cards,21,9,3,9,0.43,0.14,0.43,0.025604762,0
shitbag,3,2,0,1,0.67,0,0.33,0.0699,0
hodor-hold-the-door-tribute-doorstop,42,4,11,27,0.1,0.26,0.64,0.33157619,0
the-nobles-epic-tabletop-fighting-game,48,7,5,36,0.15,0.1,0.75,0.442660417,2
maximum-mayhem-dungeons-4-vault-of-the-dwarven-kin,28,5,3,20,0.18,0.11,0.71,0.387425,22
aura-the-first-ever-wirelessly-powered-christmas-l,50,8,7,35,0.16,0.14,0.7,0.356028,0
isaribi-fishing-market-play-and-outwitting-your-op,50,4,18,28,0.08,0.36,0.56,0.309182,0
milk-teeth-cafe-and-stores,7,0,0,7,0,0,1,0.697071429,0
root-a-robot-to-teach-coding,50,6,10,34,0.12,0.2,0.68,0.37635,0
keyper-character-edition,50,9,11,30,0.18,0.22,0.6,0.275496,0
bohk-a-bottle-opening-house-key,30,3,6,21,0.1,0.2,0.7,0.40477,0
redefine-reality-with-computing-enabled-eyewear,50,17,7,26,0.34,0.14,0.52,0.12646,0
vast-the-crystal-caverns-second-printing-with-mini,48,5,11,32,0.1,0.23,0.67,0.32845,2
blackfin-camper-box-hard-shell-roof-top-tent,19,6,3,10,0.32,0.16,0.53,0.173136842,0
kytcho-sharpness-redefined-chef-knife-made-in-the,50,17,9,24,0.34,0.18,0.48,0.129752,0
wildlife-toys-animated-hardwood-toys-since-1978,8,0,1,7,0,0.12,0.88,0.6669,0
highrisers,42,4,8,30,0.1,0.19,0.71,0.480321429,0
the-soundtrack-of-your-life-capsule-fashion-collec,0,0,0,0,0,0,0,0,0
crocodile-to-shoot-half-underwater-go-pro-photos,2,0,1,1,0,0.5,0.5,0.31845,0
juicebox-the-smartphone-charging-essential,50,20,10,20,0.4,0.2,0.4,-0.02543,0
the-1st-motion-tracking-diy-smart-home-security-ca,50,9,15,26,0.18,0.3,0.52,0.25051,0
fixate-gel-pads,50,11,16,23,0.22,0.32,0.46,0.085678,0
zencube-the-coolest-healthiest-smart-lamp,27,2,6,19,0.07,0.22,0.7,0.426292593,0
encounter-one,0,0,0,0,0,0,0,0,0
reach-me-the-movie-kickstarter,44,1,7,36,0.02,0.16,0.82,0.605604545,0
destin-learning-free-s-w-training-learning-sans-lo,2,0,0,2,0,0,1,0.78755,0
impossible-0,50,16,16,18,0.32,0.32,0.36,0.103062,0
the-periodic-table-of-the-presidents-poster,34,7,6,21,0.21,0.18,0.62,0.331676471,14
adventurous-ink,4,1,1,2,0.25,0.25,0.5,0.078975,0
tittle-x-the-worlds-first-ultra-affordable-golf-si,50,12,9,29,0.24,0.18,0.58,0.149226,0
onewell-alkaline-water-bottle-bio-degradable-and-f,36,5,8,23,0.14,0.22,0.64,0.329688889,0
hive-smart-home-security-and-entertainment-for-eve,50,3,7,40,0.06,0.14,0.8,0.486748,0
uled-your-powerful-led-flashlight,50,6,8,36,0.12,0.16,0.72,0.368656,0
eyse,50,8,11,31,0.16,0.22,0.62,0.354388,0
the-herman-house-a-place-for-music-and-art,11,1,3,7,0.09,0.27,0.64,0.496845455,0
anonabox-a-tor-hardware-router,50,13,7,30,0.26,0.14,0.6,0.238906,0
freehand-arts-project-help-us-publish-our-2016-ant,2,0,0,2,0,0,1,0.89285,0
playground-detroit-a-space-to-uplift-artists,5,0,2,3,0,0.4,0.6,0.44166,3
